Title, Artist, Genre, Verse1, Verse2, Verse3, Verse4, Verse5, Verse6, Verse7, Verse8, Chorus1, Chorus2, Chorus3, Chorus4, Chorus5, Chorus6, Chorus7, Chorus8
Danny's Song,Anne Murray,Folk,E,D#,C#,F#,B,B,E,D#,A,B,E,G#,C#,C#,A,B
Like A Rolling Stone,Bob Dylan,Folk,,,,,,,,,C,F,G,C,F,G,C,F
Congratulations,MGMT,Folk,,,,,,,,,,,,,,,,
At Seventeen,Janis Ian,Folk,C,C,C,A,C,D,D,G,,,,,,,,
King and Cross,Asgeir,Folk,A,G#,A,F#,A,G#,A,F#,A,B,C#,F#,A,B,C#,F#
pianoman,billy joel,Folk,,,,,,,,,,,,,,,,
Bare To The Bone,Carrie Newcomer,Folk,G,G,D,E,E,G,G,D,E,C#,D,G,D,E,C#,D
Black Horse And A Cherry Tree,KT Tunstall,Folk,,,,,,,,,B,B,B,E,E,E,D,D
Pretty Saro,Jean Ritchie and Doc Watson,Folk,G,E,D,D,G,E,D,D,,,,,,,,
Cherry Wine,Hozier,Folk,,,,,,,,,,,,,,,,
Worries,Langhorne Slim,Folk,A,A,D,E,A,A,D,E,,,,,,,,
God Save the Queen,Henry Carey,Folk,B-,G,C,F,F,F,B-,G,,,,,,,,
Round Here,Counting Crows,Folk,C,D,E,G,C,D,E,G,,,,,,,,
Step Out,Jose Gonzales,Folk,,,,,,,,,,,,,,,,
Inis Mona,Eluveitie,Folk,,,,,,,,,,,,,,,,
Major Minus,Coldplay,Folk,,,,,,,,,,,,,,,,
My Ding-a-Ling,Chuck Berry,Folk,E-,A-,B-,E-,E-,E-,A-,B-,,,,,,,,
In the Aeroplane Over the Sea,Neutral Milk Hotel,Folk,G,E,C,D,G,E,C,D,,,,,,,,
Fire And Rain,James Taylor,Folk,,,,,,,,,F,C,D,G,C,F,C,D
679,Fetty Wap,Folk,,,,,,,,,G,F#,B,D,G,F#,B,G
First Day of My Life,Bright Eyes,Folk,E,B,C#,A,B,E,E,B,,,,,,,,
Knockin' On Heaven's Door,Bob Dylan,Folk,G,D,A,G,D,A,G,D,,,,,,,,
Wild World,Cat Stevens,Folk,,,,,,,,,C,G,F,G,F,C,,
All 'Bout The Money,Meja,Folk,E,B,A,A,E,B,A,A,A,B,G#,B,A,B,C#,B
What Shall We Do With The Drunken Sailor,Irish Rovers,Folk,D,D,D,D,C#,C#,C#,C#,,,,,,,,
Hey Ya,Obadiah Parker,Folk,E,A,A,B,C#,E,A,A,E,A,A,B,C#,E,A,A
All Along The Watchtower,Bob Dylan,Folk,C#,B,A,B,C#,B,A,B,,,,,,,,
Firefly - Main Title,Joss Whedon,Folk,,,,,,,,,,,,,,,,
June and Johnny,Jon Foreman,Folk,,,,,,,,,,,,,,,,
The Biggest Lie,Elliott Smith,Folk,F,F,F,F,D,B-,C,F,B-,C,B-,C,B-,C,F,
Blue Moon,Beck,Folk,,,,,,,,,C,B-,D,F,C,B-,D,F
Anything Goes,Cole Porter,Folk,,,,,,,,,B-,B-,B-,B-,B-,B-,A,A
Near You Always,Jewel,Folk,D-,D-,B-,B-,G-,A-,D-,D-,,,,,,,,
Merry Go 'Round,Kacey Musgraves,Folk,,,,,,,,,B,B,B,G#,C#,F#,F#,F#
Vodka,Korpiklaani,Folk,,,,,,,,,,,,,,,,
Ain't No Grave,Johnny Cash,Folk,D,D,G,A,D,,,,,,,,,,,
Don't Think Twice It's Alright,Bob Dylan,Folk,,,,,,,,,E,B,A,B,E,B,C#,A
Hard To Say Im Sorry,Chicago,Folk,,,,,,,,,,,,,,,,
The East Is Red,Li Huanzhi,Folk,,,,,,,,,,,,,,,,
Better Be Home Soon,Crowded House,Folk,,,,,,,,,,,,,,,,
Little Boxes,Malvina Reynolds,Folk,F,F,F,B-,F,F,C,F,,,,,,,,
Little Talks,Of Monsters And Men,Folk,B-,G-,D-,B-,G-,D-,B-,G-,B-,G-,D-,A-,B-,G-,D-,A-
No Rain,Blind Melon,Folk,E,E,D,D,A,A,A,A,,,,,,,,
Little Lion Man,Mumford and Sons,Folk,D,D,F,F,D,D,F,F,D,B-,F,D,B-,F,D,B-
Catdog,Nickelodeon,Folk,G,F,C,G,G,F,C,G,,,,,,,,
Women Of Ireland,Mike Oldfield,Folk,,,,,,,,,,,,,,,,
Hallelujah,Leonard Cohen,Folk,C,A,C,A,F,G,C,G,,,,,,,,
Big Jet Plane,Angus and Julia Stone,Folk,D-,B-,F,F,D-,B-,F,F,D-,B-,F,F,D-,B-,F,A-
Born and Raised,John Mayer,Folk,G,B,C,C,,,,,E,G,C,E,G,C,E,G
Siberian Breaks,MGMT,Folk,,,,,,,,,F,D,F,G,C,D,D,G
Babel,Mumford and Sons,Folk,B,B,B,B,B,B,A,A,G,A,G,D,G,A,G,D
Fichtl's Lied,Die Woodys,Folk,,,,,,,,,,,,,,,,
Take Me Home - Country Roads,John Denver,Folk,,,,,,,,,A,E,F#,D,A,E,D,A
I Will Wait,Mumford and Sons,Folk,C,C,F,F,C,C,G,G,C,C,E,G,C,C,E,G
Ship To Wreck,Florence and The Machine,Folk,,,,,,,,,A,A,A,G,F,F,F,E
Come On Eileen,Dexys Midnight Runners,Folk,C,E,F,C,G,C,E,F,,,,,,,,
Devil Pray,Madonna,Folk,A,C,G,A,A,C,E,E,,,,,,,,
Katyusha,Matvei Blanter,Folk,,,,,,,,,,,,,,,,
Ievan Polkka - Leekspin,Loituma,Folk,,,,,,,,,,,,,,,,
I Wonder Where the Moments Go,Jack Conte,Folk,C,C,B,G,G,C,B,G,,,,,,,,
The Way I Feel,Gordon Lightfoot,Folk,E,D,E,D,E,E,E,D,,,,,,,,
You're So Vain,Carly Simon,Folk,,,,,,,,,,,,,,,,
The Rose,Janis Joplin,Folk,,,,,,,,,,,,,,,,
Break My Stride,Blue Lagoon,Reggae,,,,,,,,,G,C,D,B,E,D,A,A
Andei So,Natiruts,Reggae,C#,G#,F#,B,C#,G#,F#,B,,,,,,,,
Lifted,Allie X,Reggae,,,,,,,,,B-,F,B-,F,E-,A-,B-,F
Like Water,Ladi6,Reggae,D,D,A,C,,,,,B,A,B,A,,,,
Message In A Bottle,The Police,Reggae,,,,,,,,,,,,,,,,
Wedding Dress,Taeyang,Reggae,,,,,,,,,,,,,,,,
So Lonely,The Police,Reggae,C,G,A,F,C,G,A,F,C,G,A,F,C,G,A,F
I Chase The Devil,Max Romeo,Reggae,,,,,,,,,A,A,E,E,D,D,A,A
Rude Boy,Rihanna,Reggae,,,,,,,,,D#,A#,B,G#,A#,D#,A#,B
Lost For Words,Pink Floyd,Reggae,C,C,C,C,F,F,F,C,,,,,,,,
Presente de um Beija-Flor,Natiruts,Reggae,G#,C#,A#,D#,G#,C#,A#,D#,,,,,,,,
Spiderwebs,No Doubt,Reggae,B-,B-,B-,C,D,F,G,B-,,,,,,,,
No Woman No Cry,Bob Marley,Reggae,D-,A-,B-,G-,D-,A-,B-,G-,D-,A-,B-,G-,D-,G-,D-,E-
Eight Days a Week,The Beatles,Reggae,D,A,G,D,D,A,G,D,,,,,,,,
Ride,Twenty One Pilots,Reggae,F#,G#,D#,B,F#,G#,D#,B,F#,F#,F#,G#,D#,D#,D#,B
Santeria,Sublime,Reggae,E,B,C#,B,E,B,C#,B,A,B,E,B,C#,A,B,E
Meu Reggae e Roots,Natiruts,Reggae,B,A#,B,A#,C#,G#,C#,A#,,,,,,,,
Long Train Runnin',The Doobie Brothers,Reggae,,,,,,,,,,,,,,,,
Stir It Up,Bob Marley,Reggae,,,,,,,,,A,D,E,A,D,E,A,D
Exodus,Bob Marley,Reggae,,,,,,,,,,,,,,,,
Buffalo Soldier,Bob Marley,Reggae,C,C,A,A,C,C,A,A,,,,,,,,
Bongo Bong,Manu Chao,Reggae,,,,,,,,,,,,,,,,
Underneath It All,No Doubt,Reggae,,,,,,,,,E,A,B,A,E,A,B,A
Somewhere Over the Rainbow,Israel Kamakawiwoole,Reggae,C,E,F,C,F,C,G,A,,,,,,,,
True to Myself,Ziggy Marley,Reggae,,,,,,,,,D-,A-,E-,D-,A-,E-,,
Love is My Religion,Ziggy Marley,Reggae,,,,,,,,,E,D,A,E,D,A,E,D
Amber,311,Reggae,,,,,,,,,C,A,E,E,C,A,E,E
Dragonfly,Ziggy Marley,Reggae,C,F,B-,F,C,F,A,B-,C,B-,F,B-,F,,,
Smile,Lily Allen,Reggae,,,,,,,,,G,F,G,F,G,F,G,F
Genjitsu to Iu Na no Kaibutsu to Tatakau MonoTachi,Takahashi Yu,Reggae,,,,,,,,,C,G,A,G,F,C,D,G
Summertime,Sublime,Reggae,,,,,,,,,G,B-,C,G,B-,C,G,B-
Murasaki,Andy Akiho,Reggae,C#,E,C#,E,A,B,A,B,,,,,,,,
I Saw The Sign,Ace Of Base,Reggae,G,E,A,D,G,E,A,D,G,E,C,D,G,E,C,D
Skyscraper,Demi Lovato,Reggae,,,,,,,,,G,C,E,D,G,C,E,D
You Da One,Rihanna,Reggae,,,,,,,,,A-,C,E-,E-,A-,C,E-,E-
Roots Rock Reggae,The Wailers,Reggae,,,,,,,,,,,,,,,,
Let Me Down Easy,Derrick Harriott,Reggae,C,G,C,G,C,G,C,G,D,G,C,G,C,D,G,C
Because I Got High,Afroman,Reggae,G,C,D,G,G,C,G,D,,,,,,,,
Black And Yellow,Wiz Khalifa,Reggae,,,,,,,,,,,,,,,,
Roxanne,The Police,Reggae,G,F,E-,D,C,F,G,,,,,,,,,
Rude,MAGIC,Reggae,G-,A-,D-,B-,G-,A-,D-,B-,G-,A-,D-,B-,G-,A-,D-,B-
Stars Are Blind,Paris Hilton,Reggae,,,,,,,,,D,F#,G,A,D,F#,G,A
Red Red Wine,UB40,Reggae,,,,,,,,,,,,,,,,
Cold Water ft Justin Bieber and MO,Major Lazer,Reggae,,,,,,,,,F#,A,C#,D,F#,A,C#,D
Hay Burner,Count Basie,Reggae,,,,,,,,,F,A,B-,G,C,D,A,E
You Raise Me Up,Josh Groban,Worship,,,,,,,,,D#,B,F#,C#,D#,B,F#,C#
Circles,Audien feat Ruby Prophet,Worship,,,,,,,,,,,,,,,,
I Can't Explain,The Who,Worship,E,A,A,A,E,E,E,A,,,,,,,,
Pray To God,Calvin Harris,Worship,E-,G,D,E-,G,D,E-,G,,,,,,,,
The Best In Me,Marvin Sapp,Worship,E-,B-,G,B-,B-,E-,B-,G,,,,,,,,
God is Everywhere,Colin Buchanan,Worship,E,E,A,E,D,C,C,C,,,,,,,,
Ave Maria Sulla Scala Enigmatica,Giuseppe Verdi,Worship,,,,,,,,,,,,,,,,
Snakes On A Plane,Cobra Starship,Worship,,,,,,,,,F#,F#,A,A,D,D,E,E
The House of God Forever,Jon Foreman,Worship,C,F,C,F,,,,,,,,,,,,
Mamma Mia,ABBA,Worship,D,G,G,G,G,G,G,G,D,G,D,G,D,G,G,G
Jesus Baby,South Park,Worship,,,,,,,,,G,D,E,G,C,G,C,D
We Are Number One,Lazy Town,Worship,F,F,D-,C,F,F,D-,C,F,F,D-,C,F,F,D-,C
h3h3productions theme song,MajorLeagueWobs,Worship,,,,,,,,,,,,,,,,
10 9 8 God is Great,Colin Buchanan,Worship,,,,,,,,,,,,,,,,
Satisfied in You,the Sing Team,Worship,D-,D-,D-,D-,A-,B-,B-,F,G-,D-,A-,B-,G-,D-,A-,A-
Be Thou My Vision,Chelsea Moon,Worship,C,F,G,C,G,G,A,F,,,,,,,,
Blogoslawieni Milosierni,WYD Krakow 2016,Worship,C#,A,E,D#,A,E,B,B,E,B,C#,A,E,B,B,F#
Shia LaBeouf,Rob Cantor,Worship,,,,,,,,,F,C,D,C,F,C,D,G
All The People Say Amen,Matt Maher,Worship,C,G,D,E,C,G,D,E,G,D,G,C,G,D,C,G
Our God,Chris Tomlin,Worship,G#,E,B,G#,E,B,C#,C#,G#,E,B,F#,G#,E,B,F#
Your Love is a Song,Switchfoot,Worship,,,,,,,,,,,,,,,,
Every Heartbeat,Amy Grant,Worship,,,,,,,,,F#,E,C#,D,A,E,F#,F#
The East Is Red,Li Huanzhi,Worship,,,,,,,,,,,,,,,,
Computing Of Lisa Frank 420,MACINTOSH PLUS,Worship,,,,,,,,,,,,,,,,
Joy to the World - Christmas,Casting Crowns,Worship,D,E,D,G,A,D,D,D,,,,,,,,
Self Control,Laura Branigan,Worship,,,,,,,,,F#,C#,F#,E,E,B,D,A
Jimmy Neutron Happy Family Happy Hour,Seinfeldspitstain,Worship,,,,,,,,,C,C,F,C,,,,
Lipgloss ft Cupcakke,Charli XCX,Worship,,,,,,,,,F,A,C,D,F,A,C,D
Bombs Over Brooklyn,Big Data,Indie,,,,,,,,,E-,D-,B-,E-,F,D-,B-,E-
Again,BEACHTAPE,Indie,,,,,,,,,,,,,,,,
Hazey,Glass Animals,Indie,,,,,,,,,G#,G#,D#,C#,G#,G#,D#,G#
Archie Marry Me,Alvvays,Indie,G,D,A,C,G,D,A,C,G,D,D,D,A,C,G,D
Shooting Stars,Bag Raiders,Indie,,,,,,,,,G#,D#,E,E,F#,G#,D#,E
I've Seen Footage,Death Grips,Indie,,,,,,,,,,,,,,,,
Remember,Air,Indie,E-,B-,A-,B-,,,,,E-,A-,E-,A-,G,B-,G,B-
Mike Mills,Air,Indie,E,C,C,A,A,D,A,D,,,,,,,,
Wooden Doll,Kenshi Yonezu,Indie,B-,C,B-,E-,B-,C,B-,E-,F,G,E-,B-,F,G,E-,B-
I'd Rather Dance With You,Kings Of Convenience,Indie,,,,,,,,,C,G,E-,A-,C,F,A-,F
Heaven's Halberd,A Love Like Pi,Indie,D,D,A,A,F,F,C,C,,,,,,,,
Sea of Love,Cat Power,Indie,,,,,,,,,B,D#,E,C#,B,D#,E,C#
Don't You Forget,Cafune,Indie,,,,,,,,,G,A,E,B,G,A,E,B
Motherfucker Redeemer,Godspeed You Black Emperor,Indie,,,,,,,,,B-,A-,G-,F,E-,D-,C,B-
Goodbye Kiss,Kasabian,Indie,,,,,,,,,,,,,,,,
The Business of Emotion ft White Sea,Big Data,Indie,,,,,,,,,,,,,,,,
All Clowns,Jerry Paper,Indie,B-,C,B-,B-,C,,,,,,,,,,,
Baby I'm Yours,Breakbot feat Irfane,Indie,,,,,,,,,,,,,,,,
Somebody That I Used To Know,Gotye,Indie,D,C,D,C,D,C,D,C,D,C,B-,C,D,C,B-,C
White Winter Hymnal,Fleet Foxes,Indie,E,F#,F#,F#,F#,A,A,B,E,A,E,,,,,
Gold,Chet Faker,Indie,,,,,,,,,E-,D,A-,C,E-,D,A-,C
Catch,Allie X,Indie,,,,,,,,,B-,C,G,G,F,B-,F,E-
Einmal Um Die Welt,Cro,Indie,,,,,,,,,,,,,,,,
Spectrum,Florence and the Machine,Indie,,,,,,,,,E,F#,B,F#,G,G,D,A
Never Meant,American Football,Indie,,,,,,,,,,,,,,,,
Brighter Than Sunshine,Aqualung,Indie,D#,A#,A#,E,B,B,D#,A#,B,E,G#,G#,F#,F#,E,B
My Heart Will Go On,Celine Dion,Indie,E-,B-,A-,E-,B-,E-,B-,A-,C,B-,A-,B-,C,B-,A-,B-
Spread Eagle Cross The Block,Death Grips,Indie,B,B,C#,B,B,C#,B,B,,,,,,,,
Cosmic Love,Florence and the Machine,Indie,F,C,A,F,C,A,F,C,F,C,A,F,C,A,F,C
Long and Lost,Florence and the Machine,Indie,,,,,,,,,G,E-,C,F,G,E-,C,F
Rabbit Heart,Florence and the Machine,Indie,,,,,,,,,,,,,,,,
Love Will Tear Us Apart,Joy Division,Indie,,,,,,,,,E,D,D,D,D,D,B,A
Clearest Blue,CHVRCHES,Indie,F#,F#,F#,F#,B,B,B,B,D#,D#,C#,C#,B,B,B,B
Gibraltar,Beirut,Indie,,,,,,,,,,,,,,,,
Me In You,Kings Of Convenience,Indie,E-,C,F,C,E-,C,G,C,,,,,,,,
Genesis,Grimes,Indie,,,,,,,,,,,,,,,,
Surfing On A Rocket,Air,Indie,E-,E-,C,E-,E-,E-,C,C,A-,B-,B-,D,F,A-,B-,B-
Lover To Lover,Florence and the Machine,Indie,,,,,,,,,,,,,,,,
W Dobra Strone,Dawid Podsiadlo,Indie,,,,,,,,,B,A,E,E,F#,B,A,E
I'm Into You,Chet Faker,Indie,,,,,,,,,D,G,G,B-,C,D,D,G
All The Rage,Allie X,Indie,,,,,,,,,G,F,D,G,F,D,G,C
Electric Bloom,Foals,Indie,F#,A,D,B,C#,F#,A,D,F#,A,D,B,C#,F#,A,D
Mer Du Japon,Air,Indie,,,,,,,,,C,E-,A-,C,F,C,E-,A-
Never Be Like You feat Kai,Flume,Indie,,,,,,,,,,,,,,,,
Cherry Wine,Hozier,Indie,,,,,,,,,,,,,,,,
Me And My Arrow,Harry Nilsson,Indie,B-,F,F,B-,,,,,,,,,,,,
I Feel Fantastic,Jonathan Coulton,Indie,,,,,,,,,A,D,E,A,D,E,C#,F#
What Would You Do,Bastille,Indie,D,B-,F,C,D,B-,F,C,D,B-,F,C,D,B-,F,C
Mykonos,Fleet Foxes,Indie,C#,B,A,B,G#,A,C#,B,F#,C#,G#,C#,F#,C#,B,A
A Fond Farewell,Elliott Smith,Indie,F#,B,F#,G#,D#,E#,B,G#,B,F#,F#,G#,B,F#,D#,G#
Neighborhood 4 - 7 Kettles,Arcade Fire,Indie,G,G,D,G,,,,,,,,,,,,
Major Minus,Coldplay,Indie,,,,,,,,,,,,,,,,
Lilac Sky,Julia Vero,Indie,,,,,,,,,A-,B-,G,C,A-,B-,G,C
Casin,glue70,Indie,,,,,,,,,,,,,,,,
The Universal,Blur,Indie,,,,,,,,,,,,,,,,
Windchimes,Artless Start,Indie,,,,,,,,,,,,,,,,
SMILE,Gone in the Sun,Indie,,,,,,,,,,,,,,,,
The Random And The Purpose,Dax Johnson,Indie,,,,,,,,,D,F,C,B-,D,F,C,B-
OCIFFER,Cobra Man,Indie,,,,,,,,,,,,,,,,
Painful Like,Austra,Indie,,,,,,,,,F,E-,D-,A-,F,E-,D-,A-
Kangaroo Court,Capital Cities,Indie,,,,,,,,,,,,,,,,
Slepa Milosc,Anna Rusowicz,Indie,,,,,,,,,D,A-,E-,F,D,A-,B-,D
Warning Call,CHVRCHES,Indie,,,,,,,,,A,B,C#,C#,E,E,A,A
Rocket Falls On Rocket Falls,Godspeed You Black Emperor,Indie,,,,,,,,,,,,,,,,
Sleep,Godspeed You Black Emperor,Indie,,,,,,,,,D-,F,C,B-,,,,
My Blood,Ellie Goulding,Indie,,,,,,,,,F,C,G,F,A,G,F,C
Flavors,Jack Conte,Indie,D-,F,C,A-,D-,F,C,A-,G#,F#,F#,F#,G#,F#,F#,F#
Bad Blood,Bastille,Indie,,,,,,,,,F,D-,E-,E-,F,D-,E-,E-
REALiTi,Grimes,Indie,,,,,,,,,B-,A-,B-,C,B-,A-,B-,C
Breathless,Frection,Indie,,,,,,,,,,,,,,,,
Bluish,Animal Collective,Indie,,,,,,,,,,,,,,,,
Can't Deny My Love,Brandon Flowers,Indie,,,,,,,,,C,D,E,B,C,D,E,B
Better Be Home Soon,Crowded House,Indie,,,,,,,,,,,,,,,,
New Star In The Sky,Air,Indie,,,,,,,,,B,E,B,E,,,,
Storm,Godspeed You Black Emperor,Indie,,,,,,,,,,,,,,,,
Spiral,Jamie Woon,Indie,D,A,E,D,,,,,B,A,D,B,A,D,B,A
Lipstick,Ariel Pink,Indie,,,,,,,,,,,,,,,,
Casanova,Allie X,Indie,G,B,E,G,B,E,G,B,G,A,B,E,G,A,B,E
Kill V Maim,Grimes,Indie,B,D,G,E,B,D,G,E,B,D,G,E,B,D,G,E
You've Got The Love,Florence and the Machine,Indie,,,,,,,,,G#,F#,C#,C#,C#,G#,F#,C#
Pumped Up Kicks,Foster the People,Indie,F,A-,E-,B-,F,A-,E-,B-,F,A-,E-,B-,F,A-,E-,B-
Fichtl's Lied,Die Woodys,Indie,,,,,,,,,,,,,,,,
You Taste Like Cherry,Anoraak,Indie,,,,,,,,,,,,,,,,
Trojkaty i Kwadraty,Dawid Podsiadlo,Indie,C,C,C,D,D,D,E,E,C,D,E,G,C,D,E,G
Black feat Norah Jones,Danger Mouse and Daniele Luppi,Indie,,,,,,,,,G,D,F,C,G,D,F,C
Put Your Number In My Phone,Ariel Pink,Indie,,,,,,,,,B-,A-,D-,B-,E-,A-,A-,B-
Life Itself,Glass Animals,Indie,C,B-,F,F,G,C,C,B-,C,G,G,F,G,C,C,G
Ship To Wreck,Florence and The Machine,Indie,,,,,,,,,A,A,A,G,F,F,F,E
Take Me Out,Franz Ferdinand,Indie,A,D,G,B,E,A,D,G,E,E,E,E,E,E,A,C
Snob,BRICH,Indie,,,,,,,,,,,,,,,,
Breezeblocks,Alt-J,Indie,F,A,D,D,F,A,D,D,F,A,D,D,F,A,D,D
Etc,Francis and the Lights,Indie,,,,,,,,,,,,,,,,
One Evening,Feist,Indie,C,G,C,G,C,G,F,G,,,,,,,,
The One with the Wurlitzer,American Football,Indie,,,,,,,,,,,,,,,,
Helena Beat,Foster The People,Indie,,,,,,,,,F,E-,E-,D-,E-,A-,E-,F
Ready For The Weekend,Calvin Harris,Indie,,,,,,,,,,,,,,,,
Kelly Watch The Stars,Air,Indie,E,D,A,E,D,A,E,D,,,,,,,,
Don't Dream It's Over,Crowded House,Indie,E-,C,A-,G,E-,C,A-,G,A-,B-,E-,C,A-,B-,E-,C
Poison,Alice Cooper,Metal,D,B-,F,C,G,G,B-,A,,,,,,,,
Fossil Genera - A Feed from Cloud Mountain,Between the Buried and Me,Metal,,,,,,,,,,,,,,,,
Kalevala Melody,Ensiferum,Metal,,,,,,,,,,,,,,,,
Scaretale,Nightwish,Metal,,,,,,,,,,,,,,,,
Harra Gud titt dyra navn og aera,Hamferd,Metal,E,E,E,E,A,B,E,D,,,,,,,,
Raining Blood,Slayer,Metal,,,,,,,,,,,,,,,,
Shipwrecked,Alestorm,Metal,,,,,,,,,G,B-,F,G,C,B-,G,A
Alone,Parkway Drive,Metal,,,,,,,,,,,,,,,,
Wish I Had An Angel,Nightwish,Metal,,,,,,,,,E,E,E,E,C,C,G,D
Our Own House,MisterWives,Metal,,,,,,,,,B-,A-,E-,B-,A-,E-,,
Aces High,Iron Maiden,Metal,,,,,,,,,B,G,A,B,G,A,B,G
Hammer Smashed Face,Cannibal Corpse,Metal,,,,,,,,,,,,,,,,
SPONGEBOB CAVE EATEN ALIVE,Grand Channel,Metal,C,B,C,B,B,F,B,G,,,,,,,,
Healer,In Hearts Wake,Metal,,,,,,,,,,,,,,,,
The Young Turks Theme,Unknown,Metal,,,,,,,,,,,,,,,,
Straws Pulled at Random,Meshuggah,Metal,,,,,,,,,,,,,,,,
Sakuranbo,Ai Ootsuka,Metal,,,,,,,,,D,G,D,E,B,C,D,B
Awaken,Dethklok,Metal,,,,,,,,,,,,,,,,
Breaking The Law,Judas Priest,Metal,,,,,,,,,A,,,,,,,
Battery,Metallica,Metal,,,,,,,,,E,G,A,B,E,E,G,A
Foul Body Autopsy,Necrophagist,Metal,,,,,,,,,,,,,,,,
Horizons,Parkway Drive,Metal,,,,,,,,,,,,,,,,
I Won't See You Tonight Part 1,Avenged Sevenfold,Metal,,,,,,,,,,,,,,,,
Killing In The Name Of,Rage Against The Machine,Metal,,,,,,,,,,,,,,,,
Peace Sells,Megadeth,Metal,,,,,,,,,,,,,,,,
I Believe In A Thing Called Love,The Darkness,Metal,,,,,,,,,F,G,F,B-,F,F,G,F
Battle Axe,Deftones,Metal,,,,,,,,,,,,,,,,
Destroyer X-Ray,HertzDevil,Metal,,,,,,,,,B-,G-,E-,A-,F,B-,G-,E-
A Winter's Dream,Symphony X,Metal,,,,,,,,,D,B-,D,C,F,B-,F,B-
Lord Of The Thunder,Rhapsody,Metal,F#,F#,E,F#,B,B,A,E,F#,C#,D,F#,B,F#,G#,C#
Inis Mona,Eluveitie,Metal,,,,,,,,,,,,,,,,
Through the Fire and Flames,Dragonforce,Metal,C,A-,B-,B-,B-,B-,C,C,E-,B-,A-,C,B-,A-,C,A-
Superbeast,Rob Zombie,Metal,,,,,,,,,,,,,,,,
Master Of Puppets,Metallica,Metal,,,,,,,,,E,D,E,E,D,E,C,C
Ormurin Langi,Tyr,Metal,,,,,,,,,,,,,,,,
Lake of tears,Gamma ray,Metal,C#,G#,C#,F#,C#,G#,B,F#,D#,B,F#,A#,G#,A#,B,F#
Fade To Black,Metallica,Metal,A,C,G,E,,,,,A,A,C,A,A,D,E,C
When Darkness Falls,Killswitch Engage,Metal,,,,,,,,,A-,B-,C,B-,A-,B-,C,B-
Emerald Sword,Rhapsody of Fire,Metal,C,G,E-,B-,F,C,G,G,A-,E-,F,C,D-,E-,A-,A-
Downfall Of Us All,A Day To Remember,Metal,,,,,,,,,,,,,,,,
Vodka,Korpiklaani,Metal,,,,,,,,,,,,,,,,
Wait and Bleed,Slipknot,Metal,,,,,,,,,,,,,,,,
Defy The Machine,Tommi Inkila,Metal,D,B-,D,D,B-,D,B-,D,D,B-,F,D,D,B-,F,D
Mr Crowley,Ozzy Osbourne,Metal,D,C,B-,D,B-,D,C,B-,,,,,,,,
Bogatyri,We Lost The Sea,Metal,,,,,,,,,,,,,,,,
Crazy Train,Ozzy Osbourne,Metal,,,,,,,,,D#,C#,D#,D#,B,D#,C#,D#
Stalled Armageddon,Headspace,Metal,,,,,,,,,,,,,,,,
Diary of a Madman,Ozzy Osbourne,Metal,,,,,,,,,,,,,,,,
The Unforgiven 2,Metallica,Metal,G#,G#,B,B,F#,F#,D#,D#,,,,,,,,
Epic,Faith No More,Metal,,,,,,,,,E,B,C,C,C,D,D,E
Who is Mr Madman,Helloween,Metal,,,,,,,,,D,D,F,G,G,B-,C,C
Colossus,Borknagar,Metal,A,B,C#,B,A,B,A,B,E,E,B,G,B,E,E,D
Rainbow in the Dark,Dio,Metal,,,,,,,,,E,F,E,F,G,A,E,F
Sonne,Rammstein,Metal,,,,,,,,,B,E,D,C#,B,E,D,C#
The Poet and the Pendulum,Nightwish,Metal,,,,,,,,,D,D,C,D,D,C,E,E
Fichtl's Lied,Die Woodys,Metal,,,,,,,,,,,,,,,,
Megalomachia - Ultraviolet,Yousuke Yasui,Metal,C,C,G,B-,F,F,G,C,A-,B-,C,B-,A-,B-,C,B-
Ghost River,Nightwish,Metal,,,,,,,,,,,,,,,,
Enter Sandman,Metallica,Metal,,,,,,,,,F#,C,B,F#,C,B,F#,C
BE QUIET AND DRIVE,Deftones,Metal,,,,,,,,,,,,,,,,
The Bard's Song,Blind Guardian,Metal,,,,,,,,,F#,G#,C#,G#,C#,G#,C#,E
A Demon's Fate,Within Temptation,Metal,,,,,,,,,C,F,D-,B-,E-,F,D-,E-
Shotgun Senorita,Blue Stahli,Metal,,,,,,,,,,,,,,,,
Intergalactic Space Crusaders,Star One,Metal,G,E-,F,G,G,E-,F,G,,,,,,,,
Chop Suey,System of a Down,Metal,,,,,,,,,,,,,,,,
Airplanes,B o B ft Hayley Williams,Alternative,,,,,,,,,F#,D,A,F#,D,A,F#,D
No One Knows,Green Day,Alternative,D-,D-,A-,E-,E-,,,,G-,D-,A-,A-,G-,D-,A-,A-
You Learn,Alanis Morissette,Alternative,,,,,,,,,G,E,D,C,G,E,D,C
Again,BEACHTAPE,Alternative,,,,,,,,,,,,,,,,
Matinee,Franz Ferdinand,Alternative,C#,B,F#,F#,C#,B,F#,F#,B,B,D,D,B,B,D,D
Lifted,Allie X,Alternative,,,,,,,,,B-,F,B-,F,E-,A-,B-,F
Warm Blood,Carly Rae Jepsen,Alternative,,,,,,,,,B-,F,C,B-,B-,F,C,B-
Something About Us,Daft Punk,Alternative,B-,A,D,G,B-,A,D,G,,,,,,,,
I've Seen Footage,Death Grips,Alternative,,,,,,,,,,,,,,,,
